selling_price,home_age,bedrooms,bathrooms,sqft_living,sqft_lot,sqft_basement,floors
500000,25,3,2.25,1710,4561,0,2
400000,10,4,3,1810,5012,0,2
370000,25,4,2.5,1812,5026,0,2
533300,34,4,2.5,2770,21806,0,2
488000,31,3,1.75,2180,14734,0,2
432000,28,3,2,2190,13673,0,1
359000,34,4,1.75,1680,9244,0,2
450000,22,7,4,3150,7800,0,2
495000,23,4,2.75,2656,21195,0,2
470000,22,3,2.25,2220,9800,0,2
525000,20,5,3.25,2480,10277,840,2
495000,20,4,2.5,2310,7555,0,2
505000,21,4,2,2730,12000,1320,1
510000,8,4,2.5,2610,8031,0,2
470000,4,4,2.5,1990,30083,0,2
387000,28,3,1.5,1620,21929,0,2
419000,19,5,3,2190,9652,0,2
433000,18,3,2.5,1270,1062,210,2
589000,13,3,2.5,2940,4799,1230,1
605000,12,5,3.5,3060,8862,0,2
548000,14,4,2.5,2440,11005,0,2
475000,24,3,3,2010,2554,150,2
570000,19,3,2.5,2400,6975,0,2
572500,9,3,2.5,2490,7589,0,2
562500,1,4,2.5,2440,7322,0,2
429800,25,3,2,1970,7000,0,1
379950,18,3,1.75,2040,12065,0,1
363000,15,3,2,1750,7000,0,1
392000,24,4,2.75,1940,6555,0,2
572000,21,4,2.75,2770,3852,0,2
539500,8,4,3.5,2710,5722,670,2
384000,25,6,3,2320,4502,1120,1
417000,32,3,2.5,2000,4500,0,2
475000,9,4,2.5,2500,4500,0,2
415000,13,4,2.5,2020,5501,0,2
475000,15,4,2.5,2120,57050,0,2
545000,18,3,2.5,1990,5149,0,2
580000,9,3,2.5,2150,4604,0,2
589000,18,3,2.5,2250,4337,0,2
544900,5,3,2.5,1990,4936,0,2
443750,20,3,2.25,1460,968,320,2
360000,24,3,2.5,1480,3851,0,2
405000,24,2,3,1160,1073,280,2
402723,24,3,2.75,1160,1073,280,2
380950,24,2,2,1120,1039,280,2
525000,18,4,2.75,2530,17856,0,2
475000,7,4,2.5,2040,16200,0,2
469950,19,4,2.75,2530,14178,0,2
410000,21,3,2.5,1860,15457,0,2
420000,19,4,2.5,2110,9825,0,2
630000,6,4,2.5,2740,43101,0,2
375000,21,3,2.5,1770,5146,0,2
625000,19,3,2.5,3220,6409,0,2
549000,25,4,2.5,2910,6338,0,2
505000,3,4,2.5,2420,5006,0,2
540000,25,4,2.5,3000,5471,0,2
355000,9,3,2,1480,2502,0,2
432000,17,3,2.25,1470,1578,380,2
450000,31,3,2.5,1990,3478,470,2
480000,14,5,2.75,2670,4780,0,2
565997,22,5,2.75,2730,5820,0,2
460000,12,4,2.5,2200,6400,0,2
559950,15,5,2.75,2990,6370,0,2
563950,20,4,2.75,3050,4750,0,2
415000,17,4,2.75,2390,9968,1000,1
390000,21,4,2.5,1840,15496,0,2
413000,14,3,2,1520,3451,0,1
398500,27,3,2.5,1630,1971,0,2
390000,15,2,1,962,1992,0,2
445000,21,4,2.5,2170,5257,0,2
463000,15,3,2,1590,5009,0,2
353000,32,4,2.5,1830,5331,0,2
358000,18,4,2.5,1830,7308,0,2
380000,22,4,2.5,2000,6921,0,2
353500,22,4,2.5,1770,9239,0,2
589450,4,4,2.5,3190,7941,0,2
609900,17,4,2.5,3190,7399,0,2
616000,8,4,2.5,3440,6915,0,2
589950,4,4,2.5,3190,8195,0,2
515000,7,3,2.5,2610,5845,0,2
442250,21,3,2.5,2170,8169,0,2
540000,4,4,2.75,2830,7334,0,2
540000,26,4,2.5,2600,9935,0,2
480000,31,4,2.5,2600,7787,0,2
515500,0,4,2.75,2830,8126,0,2
469500,17,4,2.5,2090,7241,950,1
585000,8,4,2.5,2430,6766,0,2
507950,10,4,2.5,2630,6283,0,2
438000,24,4,2.5,1970,8545,0,2
575000,8,5,2.5,3070,7200,0,2
415000,38,3,2.5,1280,5040,0,2
497000,16,4,2.5,2240,7200,0,2
442500,36,4,2.5,2400,7092,0,2
427000,19,2,1.5,1440,725,340,2
437500,31,3,2,1760,2875,470,2
465000,18,4,2.5,2200,3141,140,2
454000,21,3,2.5,1590,4094,0,2
360000,30,5,3,2480,7200,920,1
430000,15,2,2.5,1520,1588,280,2
645000,22,4,2.5,2780,4200,0,2
435000,25,6,3.5,2400,8620,760,2
542500,14,3,2.5,2040,10086,0,2
479900,20,3,2,1980,12150,0,1
560000,18,3,2.5,2780,32880,0,1
565000,1,4,2.5,2980,10459,0,2
550000,2,4,2.5,2850,6809,0,2
489950,3,3,2.5,2400,7478,0,2
540000,9,4,2.5,2290,4450,0,2
525000,25,3,2.5,2190,34528,0,2
630000,5,4,2.75,2710,37277,0,2
599900,18,3,3,3030,35123,1270,2
632000,21,5,3,3520,36558,1420,2
592500,13,4,2.5,3370,35150,1600,1
542500,24,5,3.5,2730,42500,1200,1
460000,8,4,2.5,2110,35091,820,1
449999,28,4,2.5,1950,4947,0,2
600000,1,5,3.5,3370,16846,720,2
439950,20,4,2.5,2380,12067,0,2
438000,16,3,2.5,1520,1304,340,2
431500,24,3,3.5,1900,1612,470,2
370000,21,2,2.5,1390,1821,210,2
577288,15,4,2.75,2870,7200,0,2
399950,21,2,2.25,1140,1184,130,2
465000,15,3,1.75,1590,1322,530,2
545000,1,3,2.25,1780,191228,0,2
473000,24,3,2.25,1620,12309,0,2
535000,20,3,2.5,2210,7620,0,2
353000,14,1,1,550,1279,0,2
525000,15,4,2.5,2520,7731,0,2
477000,4,3,2.5,2100,5060,0,2
440000,20,3,2.5,1650,4929,130,2
395000,18,3,2.5,1600,1936,0,2
430000,20,3,2.25,2020,2750,340,2
415000,28,3,2.25,1970,2377,290,2
380000,33,3,1.75,1690,1468,310,2
500000,24,2,2.5,1950,2162,450,2
555000,31,3,3.5,2100,2479,650,2
439000,16,3,2.25,1430,2343,0,2
425000,14,3,2.25,1400,6970,0,2
400000,17,3,2.25,1180,14258,0,2
375000,13,3,1.5,1630,16170,0,1
608250,8,4,2.75,3030,21780,0,2
470000,17,3,3.25,1740,1693,380,2
536000,17,3,2.5,1900,6224,0,2
627000,2,5,3.25,3570,5425,0,2
550000,20,3,2.5,2260,4165,0,2
537500,11,4,2.5,2550,4630,0,2
583800,14,3,2.5,2480,6600,0,2
370000,29,3,1.75,1496,1423,248,2
369000,20,3,1.75,1300,3844,0,1
451000,25,5,3,2260,6508,930,1
375000,23,3,1.75,1380,5060,0,1
378950,20,4,2.5,1867,15314,0,2
585000,4,3,2.5,2290,5089,0,2
590000,16,3,2.5,2290,4203,0,2
538000,5,3,3.5,2620,10137,650,2
510000,18,4,2.5,2430,5203,0,2
615000,8,3,2.25,2530,45234,0,2
395000,28,3,2,1500,2506,630,1
379900,29,2,1.5,1240,1331,190,2
499950,16,3,3.5,1820,1501,390,2
499950,27,3,3.5,1820,1991,390,2
380000,25,2,2,1120,780,360,2
367500,26,2,2,1030,600,350,2
479000,7,2,2.25,1330,1380,270,2
400000,28,3,2.25,1190,1149,140,2
430000,21,3,2.5,1400,7508,0,2
538000,26,3,2.5,2250,11632,0,2
537100,18,3,2.5,2450,7051,580,1
506400,18,3,2.5,2100,9040,400,1
555000,13,3,2.5,2480,8676,0,2
535000,13,3,2.5,2110,8164,0,2
582000,17,3,2.5,2380,19860,0,2
515700,7,3,2.5,2180,9722,0,2
407500,23,3,2.5,1930,10460,0,2
498500,7,5,2.75,2990,7420,0,2
490000,10,5,2.75,2990,7200,0,2
405000,21,4,2.5,1850,9136,0,2
460000,26,3,2,1860,7232,540,1
530000,2,3,2.5,2160,9063,0,2
490000,16,3,2.75,1990,31200,0,1
392000,32,4,2.5,2130,4000,0,2
392000,17,4,2.5,2130,4028,0,2
375000,30,4,2.5,1870,7471,0,2
551000,14,3,2.5,2010,17362,0,2
419900,11,3,2.5,1630,1755,310,2
650000,4,4,3.5,3270,15704,1160,2
561600,22,4,2.5,2350,6624,0,2
610000,7,4,2.5,2410,15899,0,2
375000,27,3,2.5,1580,5725,0,2
413900,13,4,2.25,1770,5236,0,2
405000,30,4,2.5,1980,5020,0,2
512000,4,4,2.5,2600,4506,0,2
391500,23,3,2,1450,9132,0,1
455000,11,3,2.5,1600,7829,0,2
460000,39,3,2.25,1453,2225,0,2
428000,30,2,2.5,1414,1960,0,2
462370,13,2,2.25,1860,2670,0,2
600000,20,4,2.5,2990,5122,0,2
500000,33,5,3,2920,11440,0,2
600000,4,4,3.5,3270,15160,1610,1
600000,11,4,2.5,2620,9873,0,2
426000,9,2,2.5,1550,2657,0,2
499000,24,3,3.5,1690,1432,330,2
368000,23,2,2,930,1662,260,1
402000,19,3,2.5,1520,3425,0,2
470000,24,3,2.5,2120,2374,350,2
599950,7,4,3.5,2500,3080,690,2
352500,24,3,1.75,1860,7881,700,1
500000,6,3,1.75,2420,65501,0,2
375000,16,2,1.5,1160,1648,0,2
590000,24,5,3,3480,6625,0,2
560000,20,4,2.5,2280,9874,0,2
635000,1,3,2.5,3610,26359,1660,1
635000,10,4,2.5,3080,35430,0,2
565000,14,4,2.5,2440,22594,0,2
475000,18,3,2.5,2370,3239,420,2
560000,8,4,3,2720,7570,0,2
495000,16,3,2.25,2100,3000,0,2
397000,28,3,3.5,1360,1275,120,2
579950,20,5,2.75,3080,5752,0,2
510000,12,2,2.25,1470,1101,130,2
495000,15,2,2.25,1460,1623,200,2
610000,19,3,2.5,2630,5827,0,2
583000,14,4,2.5,2660,4000,0,2
535000,8,3,2.5,2510,5544,0,2
577000,14,3,2.5,2560,5238,0,2
571000,0,3,2.5,2510,5186,0,2
559950,14,3,2.5,2120,4310,0,2
608000,5,4,2.5,2690,4736,0,2
600000,15,4,2.5,2560,5593,0,2
610000,22,4,2.5,2980,5896,0,2
625250,32,4,2.5,2755,4831,0,2
455800,30,3,2.5,1690,4584,0,2
435000,24,3,2.5,1560,3987,0,2
442500,23,3,2.5,1690,3129,0,2
440500,31,3,2.5,1600,3172,0,2
461000,22,3,2.5,1690,3026,0,2
620000,12,4,2.5,3040,9606,0,2
597500,22,3,2.5,2620,4800,0,2
635000,24,3,2.5,2620,6842,0,2
500000,3,3,2.5,1650,5683,0,2
440000,32,3,2.5,1440,5434,0,2
438000,17,3,2.5,1650,3031,0,2
421200,13,3,2.5,1440,3060,0,2
465000,26,3,2.5,1440,4473,0,2
401000,28,3,2.25,1350,2839,0,2
447000,34,3,2.5,1650,3076,0,2
448000,22,3,2.25,1530,3056,0,2
485000,27,3,2.5,1650,3436,0,2
479000,11,3,2.5,1690,3322,0,2
528000,15,3,2.5,2020,5613,0,2
535000,24,3,2,2120,4080,0,2
464000,7,3,2.5,1690,4898,0,2
550000,25,3,2.5,2360,4080,0,2
635000,18,6,2.5,3880,5700,0,2
650000,5,4,2.5,3040,6587,0,2
531800,19,3,2.5,1930,5344,0,2
467000,9,3,2.5,1690,6642,0,2
499000,5,3,2.5,1690,4851,0,2
452000,7,3,2.5,1690,4000,0,2
498000,18,3,2.5,1690,4088,0,2
620000,31,3,2.5,2480,9041,0,2
561000,26,3,2.5,2120,5277,0,2
634800,12,4,3,3280,4904,0,2
581000,12,3,2.5,2600,4438,0,2
468000,10,3,2.25,1630,2490,0,2
475000,26,3,2.5,1690,2890,0,2
476000,17,3,2.25,1630,3070,0,2
575000,8,3,2.5,2120,4780,0,2
482500,31,3,2.5,1690,3068,0,2
449000,16,3,2.5,1690,3827,0,2
411753,20,3,2.5,1710,3795,0,2
394000,17,3,2.5,1680,4075,0,2
410000,27,3,2.5,1740,4948,0,2
362764,28,3,2,1460,4350,0,2
435000,29,3,2.5,1840,5680,0,2
392137,45,3,2,1460,3696,0,2
429000,25,4,2.5,1840,4593,0,2
389700,20,3,2.5,1720,3581,0,2
386380,21,3,2.5,1720,3600,0,2
385000,39,3,2.5,1740,4145,0,2
630000,9,3,2.5,2900,46609,0,2
575000,22,4,2.5,2510,47044,0,2
623000,9,4,2.5,2710,49044,0,2
445000,19,4,2.5,2280,42077,0,2
479000,15,4,2.5,2370,30378,0,2
530000,16,4,2.5,2940,35996,0,2
485000,8,3,2.5,1650,4218,0,2
465000,1,3,2.5,1650,4636,0,2
500000,0,3,2.5,1650,4648,0,2
369990,15,4,2.5,1960,7133,0,2
410000,19,4,2.5,2070,6180,0,2
545000,16,3,2.5,2760,17377,0,2
507200,31,3,3.5,1630,1329,270,2
379500,36,3,2.25,1830,25641,0,2
419000,27,2,2.25,1180,1253,340,2
450000,18,5,2.75,2710,6220,0,2
549950,29,3,2.5,2160,6288,0,2
415000,20,4,2.5,2000,5962,0,2
525000,5,4,2.5,2740,12106,760,1
640000,18,4,2.5,2970,34981,0,2
355000,42,4,2.25,1810,4970,0,2
625000,18,4,2.5,2820,8408,0,2
350000,16,3,1.75,1490,10344,0,1
410000,21,4,2.5,2240,4447,0,2
605000,17,4,3.25,2885,33671,0,2
350000,26,3,2.25,1550,5401,0,2
600000,5,4,2.5,2710,35009,0,2
590000,14,4,2.5,2660,35010,0,2
409900,25,2,2.5,1590,1845,0,2
411000,25,2,2.5,1590,2088,0,2
530000,17,3,3.5,2320,3174,260,2
449950,29,4,2.75,2320,4344,0,2
360000,22,4,2.5,1900,5889,0,2
365000,19,2,1.5,790,1123,90,2
570000,13,3,2.5,2420,11953,0,1
482000,5,3,2.25,1710,21485,0,2
410000,15,3,2.25,1450,19206,0,2
399950,8,3,2.25,1360,1041,266,2
460000,16,3,3.5,1600,1431,360,2
370000,25,2,1.5,1280,2096,200,2
390000,25,2,1.5,1340,1402,220,2
475000,23,4,3.5,2440,3052,500,2
640000,20,5,2.5,3220,4759,0,2
616950,13,3,3.5,2490,2722,470,2
383000,24,4,2.5,2050,4953,0,2
439000,16,2,2.5,1350,944,480,2
435000,21,2,2,1440,1170,480,2
375000,26,3,3.25,1280,1730,190,2
450000,25,4,2.5,2290,5515,0,2
370000,14,3,2.75,1250,1655,420,2
402000,35,3,3.5,1240,1666,240,2
459000,22,3,2,1480,800,480,2
398000,10,3,2.5,1720,1715,480,2
384000,17,3,2.25,1430,800,290,2
394950,21,2,2.25,1300,2104,290,2
375000,17,3,2.5,1300,1362,420,2
353500,18,3,2.5,1260,972,420,2
374950,21,2,2.25,1240,1172,240,2
650000,3,3,2.5,2790,6720,0,2
468000,22,2,2.5,1480,2167,90,2
600000,11,3,2.5,2680,43995,0,2
505000,9,3,2.5,2100,17882,0,2
489000,2,3,2.5,2260,19821,0,2
400000,35,3,2,1860,12944,0,1
625000,15,4,2.75,2920,6605,0,2
535000,13,5,3.25,2850,4551,480,2
495000,18,4,2.5,2460,4774,0,2
498000,24,3,2.5,2480,4136,0,2
490000,9,4,2.5,2510,4349,0,2
562500,6,5,2.75,2920,6327,0,2
561000,3,5,2.75,3370,10315,0,2
525000,30,5,2.75,2880,8364,0,2
442500,28,2,2.25,1510,7280,0,2
447000,21,3,2.25,1520,14080,0,2
429000,26,3,2.5,1430,9240,0,2
650000,19,4,2.5,2820,15000,0,2
565000,2,4,2.25,2470,7447,0,2
515000,28,3,2.5,2360,11254,0,1
469950,16,4,2.75,2720,6427,1070,1
450000,17,4,2.25,2120,8267,0,2
440000,24,3,2.5,2040,7605,0,2
471000,25,4,2.5,2330,9928,0,2
515055,16,4,2.5,2400,8320,0,2
492500,14,5,2.5,2570,9962,0,2
472000,23,5,2.5,2570,7412,0,2
534950,0,5,2.5,3220,10572,0,2
518000,15,5,2.5,2890,13104,0,2
482000,24,3,2.5,2420,7307,0,2
480000,8,5,2.5,2160,7737,0,2
585000,0,4,2.5,2910,6250,0,2
595000,12,4,2.5,2910,7287,0,2
523000,1,3,2.5,2400,6182,0,2
540000,9,3,2.5,2400,5817,0,2
543500,1,4,2.5,2550,5835,0,2
589000,27,4,2.5,2910,5776,0,2
525000,17,3,2.5,2200,4544,0,2
499900,7,3,2.5,2100,5112,0,2
470000,24,3,2.5,2100,4700,0,2
505000,14,3,2.5,2100,5824,0,2
475000,11,3,2.75,1890,3938,0,2
506950,22,3,2.5,2080,4931,0,2
399000,19,3,2.5,1740,3690,0,2
490000,22,3,2.5,2230,5348,0,2
465000,12,3,2.5,1890,4808,0,2
485500,1,4,2.5,2320,3974,0,2
440000,22,4,2.5,2410,4780,0,2
480000,16,3,2.5,2270,4488,0,2
437500,26,3,2.5,2120,4500,0,2
487275,11,4,2.5,2400,3986,0,2
423700,18,3,2.5,2070,3986,0,2
449950,30,4,2.5,2470,3811,0,2
355000,23,3,2.5,1590,4242,0,2
356000,27,3,2.5,1590,3411,0,2
538500,5,3,3.5,2500,4270,0,2
560000,4,4,2.5,2630,5710,0,2
561000,16,4,2.5,2550,5395,0,2
576000,7,4,2.5,2590,5756,0,2
515000,24,3,2.5,2430,4203,0,2
539900,12,3,2.5,2500,4203,0,2
490000,3,4,3,2640,5267,0,2
459000,2,5,3.5,2640,6895,0,2
574000,14,3,2.5,2380,6832,0,2
567500,14,3,2.5,2300,7398,0,2
552250,23,4,2.5,2580,5823,0,2
605000,21,3,2.5,2610,6405,0,2
622500,19,4,2.5,2980,8107,0,2
645500,14,4,2.5,2990,8622,0,2
500000,28,4,3,2520,4104,0,2
452500,6,3,2.5,2240,7791,0,2
435000,18,4,2.25,2140,6355,0,2
507250,33,3,2.5,2270,5536,0,2
569000,4,4,2.5,2830,10954,0,2
384000,16,3,2.5,1700,4000,0,2
381000,13,3,2.5,1470,3999,0,2
389950,17,3,2.5,1700,6396,0,2
432000,30,3,2.5,1970,4036,0,2
425000,20,3,2.5,1960,4709,0,2
650000,12,4,2.75,3260,5335,0,2
650000,6,4,2.5,3180,5438,0,2
522500,10,3,2.5,2370,7875,0,2
535950,7,3,2.5,2370,5344,0,2
450000,30,4,2.5,2070,3982,0,2
440000,23,3,2.5,1390,4997,0,2
403000,18,3,2.5,1700,4125,0,2
419000,18,3,2.5,1970,4058,0,2
620000,18,6,3.5,3600,6875,860,2
564000,16,4,2.5,2870,6658,0,2
555000,13,4,2.5,2870,6776,0,2
565000,15,3,2.5,2700,6037,0,2
600000,6,4,2.5,2710,6474,0,2
430000,28,4,2.5,2070,4310,0,2
359000,30,3,2.5,1450,3850,0,2
420000,29,3,2.5,1970,3667,0,2
610000,1,4,2.5,2950,9010,0,2
563500,19,4,2.5,2780,7838,0,2
615000,32,5,3.5,2950,7980,600,2
470000,22,3,2.5,2280,6134,0,2
575000,18,4,2.5,2890,9775,0,2
515000,11,4,2.5,2680,7178,0,2
467000,12,3,2.5,1990,4978,0,2
555000,3,3,2.5,2690,4819,0,2
435000,25,4,2.5,2190,6578,0,2
619000,3,3,2.5,2720,6439,0,2
585000,27,4,2.5,3110,6479,0,2
650000,2,3,2.5,3060,7831,0,2
622950,3,4,3.25,3030,7644,200,2
544000,9,4,2.5,2340,6973,410,2
632500,2,5,3.25,3500,7254,740,2
389000,28,3,2.5,1720,4515,0,2
507000,3,4,2.5,2730,7649,0,2
515000,3,4,2.5,2890,7306,0,2
539950,23,5,3,3100,5250,0,2
536000,16,4,2.5,2880,8833,0,2
490000,26,4,2.5,2570,6157,0,2
425000,25,4,2.5,2270,4400,0,2
452500,18,4,2.5,2460,6454,0,2
410000,32,3,2.5,1960,4400,0,2
489000,21,4,2.5,2170,4587,0,2
499000,18,4,2.25,2440,5000,0,2
443500,27,3,2.5,2170,5866,0,2
635000,24,5,2.75,3110,6621,0,2
405000,14,3,2.5,1960,6997,0,2
469900,23,3,2.5,2270,4399,0,2
451000,12,4,2.5,2320,5375,0,2
388500,24,4,2.5,1890,5395,0,2
475000,5,4,2.5,2320,10046,0,2
625000,21,5,1,3240,5324,0,2
587000,30,4,2.75,3190,8737,0,2
589500,19,4,2.5,2630,6326,0,2
479500,11,3,2.75,2300,4637,0,2
515000,9,4,2.75,2700,5150,0,2
480000,15,3,2.5,2410,4656,0,2
425000,22,3,2.5,1950,4345,0,2
516000,1,4,3.5,2550,8698,0,2
425000,8,4,2.5,2070,4427,0,2
412500,22,3,2,1680,5246,0,1
409000,18,3,2.5,1950,7263,0,2
452000,12,4,2.5,2190,6896,0,2
465000,24,5,2.5,2550,6405,0,2
492000,5,4,2.5,2550,6382,0,2
384205,22,3,2.75,1810,3292,0,2
415000,26,3,2.75,1770,3172,0,2
648000,13,4,2.5,3290,6203,0,2
605000,12,3,2.75,2450,5750,0,2
592000,6,5,3.5,3340,5000,760,2
641000,9,5,3.5,3420,6403,720,2
540000,1,4,2.5,2710,9248,0,2
425000,26,3,2.5,1950,5689,0,2
485000,8,3,2.5,2430,5867,0,2
544999,5,4,2.5,2710,6937,0,2
430000,24,3,2.5,1950,4949,0,2
530000,9,3,2.5,1970,6295,0,2
480000,10,4,2.5,2430,5000,0,2
425000,25,4,2.5,1950,5000,0,2
545000,10,4,2.5,2720,4738,0,2
625000,20,4,2.75,3010,6854,440,2
637850,6,5,3.25,3340,4900,840,2
605000,6,5,4,3040,6000,760,2
575000,5,4,2.75,3120,7644,0,2
640000,9,4,3.5,3220,5741,0,2
589410,4,3,3,2840,7201,0,2
610000,4,4,3.5,2910,5260,0,2
595500,10,4,2.5,2490,6537,0,2
633634,19,4,3.5,2960,6000,0,2
594866,14,3,3,2780,6000,0,2
575000,4,4,2.5,2500,4945,0,2
495000,21,5,3,2440,4750,990,1
440000,22,4,2,2310,5004,880,1
420000,24,4,2.5,1940,5414,0,2
585000,16,4,2.5,3000,6892,0,2
353500,18,4,2.25,1760,9602,0,2
379260,30,3,2.5,1730,7202,400,1
375000,27,2,1.5,1130,912,130,2
388000,20,3,3.25,1370,915,270,2
385000,11,3,3.5,1370,1540,270,2
390000,14,3,3.25,1370,913,270,2
419700,23,3,2.25,1450,1486,290,2
633000,5,5,2.75,3630,30570,0,2
475000,14,3,2.5,1920,4534,0,2
380000,20,2,2,1370,5756,0,1
422120,25,3,2.5,1630,4534,0,2
394000,27,3,2.5,1370,4400,0,1
559000,27,3,2.5,2010,5200,0,2
400000,32,3,2.25,1500,2692,0,2
497950,21,4,2.5,1950,3000,400,2
600000,17,4,2.5,2600,6536,0,2
600000,20,4,2.5,3010,7953,0,2
585000,27,4,2.5,2630,6185,0,2
568500,26,4,2.5,3010,6181,0,2
555000,26,4,2.5,2450,5079,0,2
527000,10,4,2.5,2830,6163,0,2
615000,15,4,2.5,3010,6903,0,2
353000,15,4,2.5,1912,5000,0,2
494900,18,3,2.5,2040,2500,570,2
530000,28,4,2.75,2740,7872,0,2
545000,12,4,2.75,2650,6717,0,2
422500,31,3,2,1300,2250,0,2
431000,17,4,2.5,2300,6087,0,2
433000,29,4,2.5,2280,7568,0,2
450000,32,4,2.5,2240,4616,400,2
373000,35,3,2.5,1670,3565,0,2
650000,22,4,2.5,3160,8530,0,2
550000,1,4,2.5,2700,5150,0,2
419950,22,4,2.5,2260,5164,0,2
408000,11,3,2.25,1950,7221,0,1
557865,5,4,2.5,3030,6813,0,2
374950,35,4,2.5,1980,12062,0,2
613500,9,3,2.5,2350,7035,0,2
550000,30,3,2.5,2080,7749,0,2
590000,18,3,2.5,2210,8622,0,2
550000,24,3,2.5,1980,9061,0,2
530000,4,3,2.5,1950,9906,0,2
505000,3,3,2.5,1820,11012,0,2
569500,11,4,2.5,2340,8248,0,2
546500,2,3,2.5,2130,7199,0,2
415000,28,4,2.5,2150,8173,0,2
440000,22,4,2.5,2250,7526,0,2
440000,27,4,2.5,2350,7203,0,2
464000,8,4,2.5,2180,7203,0,2
429000,25,3,2.5,1860,11122,0,2
460500,15,4,2.5,2170,7533,0,2
430000,9,4,3,1850,9976,0,2
406500,30,3,2,1780,8621,0,1
470000,10,3,2.5,2150,8221,0,2
470000,14,3,2.5,2070,8581,0,2
382495,30,3,2.5,1760,5390,0,1
500000,7,3,2,2050,11454,0,1
515000,18,5,3.5,2310,5249,750,2
599950,25,3,2.5,2660,4975,0,2
559500,5,3,2.25,2150,9250,0,2
545000,23,3,2.5,2140,40173,0,2
500000,14,3,2.5,1940,37565,0,1
395825,15,2,2.5,1590,1679,0,2
494815,28,3,2.5,1910,2091,0,2
419190,33,2,2.5,1590,1426,0,2
445000,17,5,3,2420,11250,0,2
402000,23,4,2.25,1790,7311,0,2
355000,23,3,1.75,1460,7203,0,1
404000,27,3,1.75,1720,7202,0,1
510000,22,4,2.75,2730,9112,990,1
409900,22,3,2.5,1690,1200,280,2
499950,1,4,2.5,2798,4473,0,2
477500,2,5,3.5,2815,5619,0,2
512500,11,3,2.5,1900,7604,0,2
600000,3,3,2.5,2320,7609,0,2
589000,26,3,2.5,2320,5663,0,2
580500,7,3,2.5,2320,3980,0,2
598500,22,4,2.5,2520,3980,0,2
627000,5,3,3.5,2710,3475,1060,2
613000,14,3,3.25,2440,2812,730,2
600000,3,3,3.5,2710,3290,1060,2
535000,9,3,2.5,2280,2289,400,2
554000,27,3,2.5,2140,4126,180,2
615000,23,3,3.5,2710,3326,1060,2
567500,2,3,2.5,2280,2502,400,2
571000,30,3,2.5,2140,2867,180,2
352499,21,2,2.25,1240,705,90,2
640000,30,5,3.5,3690,11928,1150,2
550000,37,3,2.5,2430,5400,0,2
640000,26,3,3.5,2480,10800,0,2
575000,4,3,2.5,2610,7301,0,2
594950,6,5,2.5,3280,6553,0,2
535000,14,3,3,2640,5978,0,2
594491,4,4,2.5,2990,6037,0,2
598992,11,5,3.5,3440,6037,0,2
485000,10,3,2.5,2340,59058,0,1
563500,5,4,2.5,2800,12831,0,2
545000,22,4,2.5,2755,11612,0,2
540000,25,5,2.5,3100,10189,0,2
525000,6,5,2.5,2630,9216,0,2
550000,10,4,2.5,2890,9045,0,2
510000,6,3,2.5,2300,27566,0,2
568500,20,4,2.5,2460,4200,0,2
570000,12,4,2.5,2640,4200,0,2
420000,20,3,2.5,1770,3993,0,2
456000,9,3,2.5,1820,2935,0,2
473975,0,3,2.5,2330,3610,0,2
410000,20,3,2.5,1830,2839,0,2
396900,18,3,2,1360,3120,0,2
427000,19,3,2,1720,128066,0,1
509900,8,3,2.5,1790,2700,0,2
567000,7,3,2.5,2540,6093,0,2
600000,9,3,2.5,2260,10153,0,2
490000,11,3,2.5,1890,10190,0,2
539000,4,3,2,2260,9568,480,1
416000,29,3,2.5,1800,5372,0,2
455000,1,3,2.5,1980,7309,0,2
435000,28,3,2,1610,6911,350,1
457500,22,3,2.5,1500,4445,0,2
445000,43,3,2.5,1730,4408,0,2
459000,31,3,2.5,1780,4000,0,2
435000,23,3,2.5,1730,4065,0,2
480680,5,3,2.5,1730,4924,0,2
450000,28,3,2,1610,4364,0,2
539000,29,4,2.5,2340,19850,0,2
521900,9,3,2.5,2100,12338,0,2
503000,11,4,2.5,2470,5044,0,2
391265,33,3,2,1440,3900,0,1
428000,25,2,2,1350,3900,0,1
428000,24,2,2,1350,4225,0,1
542000,27,2,2,1930,4500,0,1
437000,16,2,1.75,1440,4225,0,1
429000,30,2,1.75,1350,6315,0,1
504975,23,2,2.5,1900,4871,0,2
415000,26,2,1.75,1340,4664,0,1
489000,0,2,1.75,1810,4220,0,2
505000,2,2,2.5,1900,5065,0,2
515000,24,2,1.75,1930,5570,0,1
381000,23,2,2,1340,4447,0,1
430000,27,2,1.75,1350,4003,0,1
412250,24,2,2,1300,2983,0,1
530000,19,2,2.5,1900,2983,0,2
431500,27,2,2,1370,4866,0,1
449000,8,2,1.75,1510,6852,0,1
541500,3,2,2.5,1900,3690,0,2
420250,28,3,2,1510,3657,0,1
457000,27,2,2,1440,9985,0,1
389000,23,2,2,1200,7131,0,1
408000,24,2,2,1200,3900,0,1
419000,9,2,1.75,1510,4980,0,1
398000,14,2,2,1300,3865,0,1
450000,16,2,2,1510,4908,0,1
410000,22,2,2,1350,3926,0,1
389000,36,2,2,1340,4122,0,1
413800,17,3,2,1440,4421,0,1
445000,16,2,1.75,1440,4660,0,1
439950,19,2,2,1440,4666,0,1
403900,16,4,2.5,2050,8909,360,1
375000,35,3,1.5,1100,1751,160,2
